ASIN,dateId,CategoryID,Delivery_time_days,MainRankingValue,AmazonGlobal_Shipping,Estimated_Import_Charge,PriceGroup
B0DPS3X21K,1,3,0,288220.0,25.13,19.87,Very Low Income
B0DK3BVGG3,1,3,0,395400.0,35.56,0.00,Low Income
B0DNNGXKY3,1,3,0,11766.0,32.89,0.00,Low Income
B0DP9FFWKL,1,3,0,99075.0,61.14,46.52,Lower-Middle Income
B0DQ81JT87,1,3,0,1006554.0,56.51,70.32,Lower-Middle Income
B0DMNV56H7,1,3,0,206672.0,,,Lower-Middle Income
B0DSG24YJZ,1,3,0,248340.0,25.39,11.34,Low Income
B0DPKWBFBR,1,3,0,392343.0,27.70,14.26,Low Income
B0DP97M2CQ,1,3,0,113174.0,29.58,0.00,Low Income
B0DR2QWYQ2,1,3,0,147745.0,26.75,4.11,Very Low Income
B0CWNB6FWK,1,3,0,279251.0,41.65,49.74,Low Income
B0DPHJQXXV,1,3,0,758363.0,27.18,30.11,Low Income
B0DNSV5T93,1,3,0,924104.0,25.43,19.51,Very Low Income
B0D8Q4T96Q,1,3,0,12281.0,147.68,67.01,Lower-Middle Income
B0DNKDCS5W,1,3,0,336611.0,33.77,32.58,Low Income
B0DPSB8JHB,123,3,0,1421917.0,26.68,0.00,Very Low Income
B0DPH6W989,1,3,0,218183.0,47.18,75.41,Lower-Middle Income
B0DP9KVCV3,1,3,0,637993.0,25.75,9.79,Low Income
B0DLNDV3CG,95,3,0,253957.0,51.36,0.00,Lower-Middle Income
B0DSJBQ8ZV,1,3,0,597545.0,29.58,28.17,Low Income
B0DPH498W6,1,3,0,229258.0,40.95,24.75,Low Income
B0DQ1BX9PW,1,3,0,94427.0,35.32,5.99,Low Income
B0DRDJWK1Q,1,3,0,691589.0,25.87,15.50,Low Income
B0DL58KSGX,1,3,0,70759.0,144.09,158.22,Lower-Middle Income
B0DK1NMBZ8,1,3,0,1745.0,26.83,10.61,Very Low Income
B0DSZM2399,1,3,0,382112.0,29.38,0.00,Low Income
B0DR2S938N,1,3,0,242770.0,26.75,22.48,Low Income
B0DRYGQ46R,1,3,0,368008.0,25.87,46.61,Lower-Middle Income
B0DRYGMM4C,1,3,0,749786.0,25.87,46.61,Lower-Middle Income
B0DPFYBB5J,1,3,0,354850.0,47.93,40.41,Low Income
B0DSK8P67G,1,3,26,901991.0,66.33,0.00,Upper-Middle Income
B0DRVQV3NX,1,3,0,250384.0,27.70,38.47,Low Income
B0DRVR15GY,1,3,0,1469064.0,27.70,38.47,Low Income
B0DRVT35PD,1,3,0,342152.0,27.10,32.75,Low Income
B0DPBTWKP8,1,3,0,1628332.0,25.03,19.80,Very Low Income
B0DRVR4DRG,1,3,0,130706.0,25.87,42.27,Low Income
B0DMWW2DZM,1,3,0,648829.0,25.03,9.87,Very Low Income
B0DPHF2T99,1,3,0,287305.0,70.56,0.00,Lower-Middle Income
B0DQY1GW4M,1,3,0,816849.0,,,Lower-Middle Income
B0DMRMJVTJ,1,3,0,2280784.0,51.18,0.00,Lower-Middle Income
B0D83MYQND,1,3,0,122962.0,39.82,48.73,Low Income
B0DQLG63YH,88,3,0,870630.0,25.27,10.63,Low Income
B0DP27JD8W,103,3,26,1182727.0,,,Lower-Middle Income
B0DNFM6CY6,1,3,0,71425.0,30.15,29.04,Low Income
B0DPJWMJYG,102,3,0,71046.0,26.94,20.69,Low Income
B0DR7JTYZQ,1,3,0,29082.0,25.23,10.19,Very Low Income
B0DSXKHPT9,1,3,0,932009.0,26.31,4.17,Very Low Income
B0DSX8GJKL,1,3,0,207401.0,25.35,10.22,Very Low Income
B0DSWQF36Q,1,3,0,87955.0,25.23,10.46,Very Low Income
B0DKXSG1X3,1,3,49,336180.0,44.45,0.00,Lower-Middle Income
B0DP4DYN5K,1,3,0,1345634.0,,,Lower-Middle Income
B0DP6HMY4V,1,3,0,340154.0,51.44,52.84,Low Income
B0DQWKZCPM,1,3,0,342000.0,33.28,39.25,Low Income
B0DPMBB4NP,1,3,0,252646.0,25.31,10.96,Very Low Income
B0DSW6W81L,1,3,0,315813.0,25.18,10.43,Very Low Income
B0DPQBVCKJ,1,3,0,1276808.0,49.98,49.90,Low Income
B0DPM3SMPQ,1,3,0,506391.0,27.10,13.32,Low Income
B0DJSSKKCX,1,3,0,26246.0,37.40,5.99,Low Income
B0DR2NHY29,92,3,0,151033.0,25.67,6.18,Very Low Income
B0DNMKMX4V,1,3,24,800706.0,47.18,58.62,Lower-Middle Income
B0DQ8GX11M,49,3,0,10160.0,32.90,26.76,Low Income
B0DSVJV7D6,1,3,26,12819.0,26.63,0.00,Low Income
B0DPZWB7XS,1,3,0,135251.0,29.34,0.00,Low Income
B0DP5ZVYBS,1,3,26,253877.0,70.28,74.30,Lower-Middle Income
B0DMRV4WCN,1,3,24,70575.0,25.71,11.63,Very Low Income
B0DQ16XVT5,1,3,0,157346.0,28.87,0.00,Low Income
B0CT2H6ZHZ,1,3,24,45594.0,29.58,26.57,Low Income
B0DSVQ3K46,1,3,23,677075.0,,,Low Income
B0DN1RLGPK,1,3,0,359275.0,31.09,22.54,Very Low Income
B0DNYL532X,1,3,0,366028.0,25.07,9.01,Very Low Income
B0DQ4L2J4S,1,3,0,1410093.0,123.74,72.56,Lower-Middle Income
B0DNF8L9TP,133,3,0,1583615.0,25.79,15.98,Low Income
B0DQ6SHXQK,49,3,0,12885.0,34.68,10.27,Low Income
B0DRN5Q9L9,1,3,0,49933.0,30.02,25.71,Low Income
B0DK6HWSSF,1,3,0,258986.0,64.07,0.00,Low Income
B0DLNY7RQY,1,3,0,13918.0,33.17,15.45,Low Income
B0DSVG6RZM,1,3,0,2970.0,27.18,0.00,Very Low Income
B0DN13H4Y8,1,3,0,99902.0,26.25,9.81,Very Low Income
B0DPKYTCNQ,1,3,0,514111.0,27.54,13.43,Low Income
B0DRCL36FJ,1,3,0,132641.0,36.25,0.00,Low Income
B0DPFR73S3,1,3,0,360447.0,28.50,35.72,Low Income
B0DPW3FSYD,1,3,0,454022.0,26.99,26.80,Low Income
B0DQQ98PYD,1,3,0,17478.0,30.90,27.80,Low Income
B0DSB3S3QR,1,3,0,323506.0,25.39,9.97,Very Low Income
B0DPPHBYW4,1,3,0,64646.0,104.23,73.03,Lower-Middle Income
B0DQDBF7ZX,1,3,0,,155.06,102.57,Upper-Middle Income
B0DNFF6GN6,1,3,0,392780.0,31.13,0.00,Low Income
B0DNMH6144,1,3,0,125486.0,127.13,0.00,Lower-Middle Income
B0DR2KW9WC,1,3,0,116083.0,31.68,11.64,Very Low Income
B0DS46YNMC,1,3,0,40469.0,26.20,18.85,Very Low Income
B0DR5WDXMQ,1,3,0,611309.0,32.89,29.95,Low Income
B0DSKT8WSH,1,3,0,156249.0,25.19,9.90,Very Low Income
B0DS2DGWKL,1,3,0,552158.0,25.07,8.73,Very Low Income
B0DS56WF4T,1,3,0,1410293.0,,,Low Income
B0DSJP1JXX,1,3,0,272716.0,25.84,9.81,Very Low Income
B0DS3TKRS6,1,3,26,1178105.0,,,Very Low Income
B0DPMXN3PJ,1,3,0,662445.0,28.20,30.12,Low Income
B0DSTDHKSG,1,3,0,165538.0,25.23,14.68,Low Income
B0DL5KD73Y,1,3,0,99140.0,113.13,53.33,Lower-Middle Income
B0DQ8LMBWJ,49,3,0,360453.0,92.90,29.06,Lower-Middle Income
B0DQD5L436,1,3,0,264985.0,28.74,4.72,Low Income
B0DMW72NV4,1,3,0,377497.0,26.83,22.94,Low Income
B0DPCGRBZH,1,3,0,487171.0,48.93,44.38,Low Income
B0DMP26N41,1,3,0,5537.0,33.69,18.58,Low Income
B0DS2LR986,1,3,0,321068.0,26.33,0.00,Low Income
B0DPVMQMWN,1,3,0,351355.0,25.03,20.24,Very Low Income
B0DNJCT3WW,1,3,0,668785.0,66.15,153.92,Upper-Middle Income
B0DSTVQ6P2,1,3,0,146472.0,25.23,9.66,Very Low Income
B0DSTHF2Z4,1,3,0,456253.0,25.23,13.35,Low Income
B0DSTHS9MW,1,3,0,331709.0,26.75,13.76,Low Income
B0DP94T9CC,1,3,0,438581.0,39.10,0.00,Low Income
B0DR6P9VHN,1,3,0,898215.0,25.89,0.00,Low Income
B0DR5YWFHJ,1,3,0,743796.0,25.75,15.12,Low Income
B0DSTFLG8N,1,3,0,273915.0,26.35,32.58,Low Income
B0DPXH8LHH,55,3,0,58215.0,25.47,7.72,Very Low Income
B0DSG7GZ8S,1,3,0,270077.0,26.03,32.26,Low Income
B0DP5XP3XM,1,3,66,562587.0,29.54,28.68,Low Income
B0DNVK1B9Y,108,3,0,335160.0,27.75,25.98,Low Income
B0DSJGTQKV,1,3,0,291716.0,28.58,31.90,Low Income
B0DRNXS9HV,1,3,0,55520.0,26.30,23.17,Low Income
B0DNZ4J9SF,1,3,0,54462.0,28.98,29.39,Low Income
B0DSP9BXF2,1,3,53,774297.0,,,Very Low Income
B0DSKX1ZB4,1,3,0,1055175.0,70.72,61.61,Low Income
B0DSPH1K4D,1,3,53,814616.0,25.06,0.00,Very Low Income
B0DSL34S1W,1,3,0,764986.0,27.07,25.14,Lower-Middle Income
B0DP4N78QW,1,3,68,987606.0,26.45,13.08,Very Low Income
B0DSJ487P4,1,3,0,400687.0,29.38,0.00,Low Income
B0DRF945D8,1,3,0,27118.0,27.98,27.85,Low Income
B0DPMMF8V7,75,3,0,984059.0,,,Lower-Middle Income
B0DSL27M77,1,3,0,847614.0,26.89,14.10,Lower-Middle Income
B0D83PRZSS,1,3,0,307207.0,39.42,47.44,Low Income
B0D83PYPYY,1,3,0,119242.0,39.85,46.36,Low Income
B0DRFTY176,12,3,0,283579.0,35.69,0.00,Low Income
B0DJXXXWN7,1,3,0,222050.0,27.54,12.23,Very Low Income
B0DSBNYCBM,35,3,0,362086.0,28.98,26.77,Low Income
B0DNMYVW8G,1,3,0,629193.0,64.89,63.31,Low Income
B0DL9BSH61,1,3,0,861253.0,25.11,9.16,Very Low Income
B0DPF7ZCHR,1,3,0,1027927.0,,,Low Income
B0DMN9HR6T,1,3,0,,,,Low Income
B0DPW96B35,1,3,0,79774.0,44.83,39.07,Low Income
B0DN91MYK4,1,3,0,1263268.0,29.82,0.00,Low Income
B0D9YCXV2J,1,3,0,1504135.0,58.51,39.28,Lower-Middle Income
B0DQ9NHVRG,1,3,0,665322.0,56.84,0.00,Lower-Middle Income
B0DPYDJ8W9,1,3,78,642103.0,45.87,58.47,Lower-Middle Income
B0DSFDXX9X,1,3,0,816243.0,59.10,0.00,Upper-Middle Income
B0DSHRPM3F,1,3,0,476067.0,67.68,0.00,Upper-Middle Income
B0DS4CPMGN,1,3,0,217459.0,27.26,16.57,Low Income
B0DS4LZMWR,1,3,0,84308.0,26.39,16.93,Low Income
B0DPS81NDW,1,3,0,234742.0,25.35,26.42,Low Income
B0DLNM88HJ,95,3,0,80522.0,37.72,37.01,Low Income
B0DK4MZTXM,1,3,0,512757.0,43.49,68.49,Lower-Middle Income
B0DP72DNH2,1,3,65,418625.0,26.67,30.39,Low Income
B0DRSLBRS1,1,3,0,55269.0,25.95,25.71,Low Income
B0DRYP1WT7,1,3,26,281636.0,25.79,10.59,Very Low Income
B0DRGH7CWZ,1,3,0,306480.0,25.03,0.00,Low Income
B0DRD4G5Y6,1,3,0,54622.0,26.46,0.00,Very Low Income
B0DSJT7242,1,3,0,347306.0,25.35,9.69,Very Low Income
B0DRGG83BG,1,3,0,85739.0,25.03,20.90,Very Low Income
B0DQYCLRV3,1,3,0,233731.0,26.29,32.32,Low Income
B0DRK381XW,1,3,0,178182.0,38.54,38.35,Low Income
B0DRTTCDHG,1,3,0,1328971.0,27.00,0.00,Low Income
B0DS1WPQ9M,1,3,0,329303.0,41.79,40.67,Low Income
B0DQ4BYJV4,1,3,0,545276.0,25.39,18.43,Low Income
B0DSJRSVLT,1,3,0,123767.0,28.27,10.45,Very Low Income
B0DSLGR65C,1,3,0,1143416.0,38.52,33.52,Low Income
B0DRJBC4H1,1,3,0,46129.0,25.30,10.45,Very Low Income
B0DPMRNCSD,1,3,0,1628432.0,,,Lower-Middle Income
B0DRWR4XXY,34,3,0,635846.0,38.34,28.60,Low Income
B0DHCP3VRT,1,3,0,62825.0,97.93,105.85,Lower-Middle Income
B0DP6P7Q7G,1,3,0,162917.0,27.83,28.85,Low Income
B0DSJNGP28,1,3,0,358272.0,26.31,9.96,Very Low Income
B0DP4HRBXQ,1,3,0,5599.0,25.67,24.46,Low Income
B0DSQX4DMB,1,3,0,176041.0,28.98,0.00,Lower-Middle Income
B0DPW8V7H8,1,3,0,567836.0,25.39,20.03,Very Low Income
B0DSQ7HMKH,1,3,0,694786.0,25.23,16.01,Low Income
B0DR2F6SHZ,1,3,0,218.0,28.70,17.95,Low Income
B0DPKJN6RP,1,3,0,101958.0,48.73,44.46,Lower-Middle Income
B0DRFH68D7,1,3,0,297779.0,25.03,11.05,Very Low Income
B0DPKFN89D,1,3,0,285044.0,82.61,148.76,Upper-Middle Income
B0DSQ81VDW,1,3,0,17247.0,25.07,16.51,Very Low Income
B0DG7SZWNN,213,3,0,808284.0,28.30,15.94,Low Income
B0DMM5F5VY,1,3,0,701476.0,25.92,14.56,Low Income
B0DP45G1YF,6,3,0,399020.0,26.31,21.20,Low Income
B0DPK2N95J,1,3,0,969994.0,25.75,26.24,Low Income
B0DP98CP9K,1,3,0,73463.0,30.90,14.43,Low Income
B0DNQQ6YNC,1,3,0,937248.0,,,Low Income
B0DQ7B4ZWH,1,3,0,175233.0,102.10,154.40,Upper-Middle Income
B0DSP6RTW7,1,3,0,,,,
B0DMZYVLJG,1,3,0,94714.0,39.58,25.28,Low Income
B0DPWXZGYG,1,3,0,368680.0,25.43,19.51,Very Low Income
B0DJ79M7FD,161,3,0,,25.87,13.57,Low Income
B0DNP4MQ7P,1,3,0,410412.0,26.99,0.00,Very Low Income
B0DPZWP5NG,1,3,0,1176362.0,29.16,0.00,Lower-Middle Income
B0DPMRZVQ3,1,3,0,102076.0,46.37,0.00,Low Income
B0DSPHPBW6,1,3,23,1797742.0,81.68,217.73,Upper-Middle Income
B0DNNG5V3Y,1,3,0,557681.0,165.44,108.53,Upper-Middle Income
B0DRHSMZB5,17,3,0,67449.0,25.35,11.67,Very Low Income
B0CLTKCC4R,1,3,0,122979.0,94.14,0.00,Lower-Middle Income
B0DRVJTKK6,1,3,0,1346838.0,55.51,0.00,Lower-Middle Income
B0DSLB3SQL,1,3,0,81033.0,30.02,31.09,Low Income
B0DQTVT8FC,1,3,0,52647.0,26.83,26.91,Low Income
B0DNYNNJTQ,105,3,0,22445.0,28.78,13.48,Low Income
B0DNMHH7PP,1,3,0,793874.0,25.79,16.75,Low Income
B0DNYFW3JN,1,3,0,841155.0,51.04,65.65,Upper-Middle Income
B0DSM64VYV,1,3,0,504888.0,25.39,9.97,Very Low Income
B0DPZVKGWR,1,3,0,141717.0,30.98,61.74,Lower-Middle Income
B0DSLYC52F,1,3,0,993.0,245.85,72.08,Lower-Middle Income
B0DP62QYXW,1,3,0,718427.0,27.83,0.00,Low Income
B0DSGW6ZGT,1,3,0,517311.0,31.60,0.00,Low Income
B0DP9K42DB,1,3,0,348184.0,28.32,24.27,Low Income
B0DPMPP3JT,75,3,0,1303350.0,45.30,26.31,Low Income
B0DRNDH961,1,3,0,277626.0,26.83,0.00,Very Low Income
B0DSBK8FMS,1,3,0,134170.0,74.27,124.75,Lower-Middle Income
B0DS2HVW67,1,3,0,10818.0,26.23,0.00,Very Low Income
B0DS3QJ9P1,1,3,0,429173.0,25.39,9.70,Very Low Income
B0DRNR25M3,1,3,0,257348.0,27.25,4.42,Low Income
B0DS7Z5LSX,1,3,0,1158294.0,27.38,0.00,Low Income
B0DS2284GY,1,3,0,1210641.0,26.19,20.46,Very Low Income
B0DSDTCFC2,1,3,0,193357.0,228.48,0.00,Upper-Middle Income
B0DRYC5PQW,1,3,0,1415907.0,80.82,0.00,Lower-Middle Income
B0DNJX5QR5,1,3,0,38826.0,199.37,218.81,Lower-Middle Income
B0DSJNRTYP,1,3,0,53164.0,,,Low Income
B0DSLS2TZ3,1,3,0,14802.0,25.75,14.82,Low Income
B0DPKTP12L,1,3,0,111267.0,25.94,12.84,Very Low Income
B0DLVPMN7B,1,3,0,13549.0,31.97,28.67,Low Income
B0DP8DV5C1,1,3,0,526392.0,25.15,8.21,Very Low Income
B0DNF35WDW,1,3,0,479023.0,26.41,23.78,Low Income
B0DSLBD5BT,1,3,0,251113.0,65.33,78.61,Lower-Middle Income
B0DSLF4SWS,28,3,0,222849.0,39.84,33.00,Lower-Middle Income
B0DGXKWLSG,1,3,0,53748.0,57.75,0.00,Lower-Middle Income
B0DGXCB33H,1,3,0,98713.0,48.37,0.00,Low Income
B0DK1HR3MY,1,3,0,536669.0,50.82,50.34,Low Income
B0DP4K655G,6,3,0,83791.0,27.70,19.44,Very Low Income
B0DPQ5L5CC,1,3,0,1019793.0,45.69,0.00,Low Income
B0DNT8QSLR,1,3,0,188356.0,25.28,35.30,Low Income
B0DFQ3ZHR2,184,3,0,1314042.0,50.96,29.73,Low Income
B0DFQ2YKNV,184,3,0,509553.0,,,Low Income
B0DNYVW1KV,1,3,0,862081.0,34.95,0.00,Low Income
B0DFQ3SY1J,184,3,0,830856.0,,,Low Income
B0DQPTCPPF,1,3,0,49654.0,28.50,29.15,Low Income
B0DQPT5PBQ,1,3,0,45839.0,28.50,27.54,Low Income
B0DNSYRGMH,1,3,0,122641.0,50.93,21.48,Low Income
B0DHGYPX64,1,3,0,1635062.0,30.82,27.22,Low Income
B0DMVSZ23K,1,3,0,333432.0,53.76,33.31,Low Income
B0DN1DQ9C6,1,3,0,631597.0,,,Low Income
B0DN6DKFLX,1,3,0,73175.0,26.39,0.00,Low Income
B0DN92SKB3,147,3,0,90435.0,67.28,76.17,Lower-Middle Income
B0DN9CY2MD,147,3,0,134228.0,32.29,31.81,Low Income
B0DNLXB3G7,1,3,0,34959.0,26.39,14.70,Low Income
B0DMN5XYC9,1,3,0,695009.0,74.67,102.39,Lower-Middle Income
B0DNCN2FKD,1,3,0,657214.0,29.82,28.29,Low Income
B0DS8XP292,1,3,0,45863.0,25.76,27.21,Low Income
B0DRCH9N8H,1,3,0,272035.0,68.96,36.23,Low Income
B0DP76GRH4,1,3,0,433768.0,37.17,48.94,Low Income
B0DQGN4PYB,1,3,0,1843569.0,34.52,0.00,Low Income
B0DSB7R7CB,1,3,0,401096.0,25.71,27.08,Low Income
B0DQTC6T88,1,3,0,261986.0,38.28,0.00,Low Income
B0DPWCC2HB,55,3,0,27213.0,52.76,45.51,Low Income
B0DSD7RDBS,1,3,0,127682.0,26.23,0.00,Low Income
B0DSBV3L7P,1,3,0,80091.0,26.37,13.41,Low Income
B0DR8SSJMC,1,3,0,1728420.0,25.87,0.00,Low Income
B0DPW6PVGT,55,3,0,58308.0,36.32,16.88,Low Income
B0DP2NQ7CW,103,3,0,,32.22,30.68,Low Income
B0DSJXBKJT,1,3,0,443582.0,25.09,10.12,Very Low Income
B0DCV93JV1,1,3,0,1112122.0,46.26,0.00,Low Income
B0DP5QLXGF,1,3,0,109968.0,244.92,115.59,Upper-Middle Income
B0DKX8856S,1,3,0,451227.0,40.32,0.00,Low Income
B0DNQ63381,1,3,0,526651.0,34.15,36.53,Low Income
B0DKXDFHQY,1,3,0,241706.0,40.27,0.00,Low Income
B0DGZ44ML8,1,3,52,78163.0,,,Low Income
B0DPKDXZJ3,1,3,0,732394.0,25.80,16.79,Very Low Income
B0DP72TDV7,158,3,0,452056.0,26.65,13.73,Low Income
B0DP4QCK1F,1,3,0,558049.0,25.56,13.15,Low Income
B0DSJB5925,1,3,0,145046.0,32.73,13.49,Low Income
B0DNJ75YYQ,1,3,0,1748087.0,43.49,64.18,Lower-Middle Income
B0DSJ8JZ14,1,3,0,1228312.0,28.43,43.46,Lower-Middle Income
B0DP9T15ST,1,3,0,44944.0,57.64,62.09,Lower-Middle Income
B0DPWZNXNZ,1,3,0,143522.0,26.31,24.82,Low Income
B0DLKXK917,1,3,0,1891430.0,43.49,79.25,Lower-Middle Income
B0DMS5MS2T,61,3,0,204486.0,49.53,60.73,Low Income
B0DNYZ5QHR,1,3,0,221245.0,76.72,25.35,Lower-Middle Income
B0DNZ291NN,1,3,0,841919.0,86.11,0.00,Lower-Middle Income
B0DNZ3R654,1,3,0,442554.0,66.91,0.00,Lower-Middle Income
B0DNYRQDTN,1,3,0,381055.0,78.44,0.00,Lower-Middle Income
B0DR52KGPS,1,3,0,2631608.0,25.23,11.63,Very Low Income
B0DSB5G2MG,1,3,0,37073.0,31.69,0.00,Low Income
B0DNHRNC9P,1,3,0,314907.0,26.03,3.81,Very Low Income
B0DLFMSQBZ,1,3,0,181681.0,282.14,240.03,Upper-Middle Income
B0DPZLDNVD,1,3,0,221123.0,27.26,43.60,Lower-Middle Income
B0DKT679YX,1,3,0,367911.0,54.38,0.00,Lower-Middle Income
B0DPRTXQD9,1,3,0,1056505.0,25.23,18.50,Very Low Income
B0DQLC367Y,1,3,0,185564.0,25.39,12.61,Low Income
B0DQLDH52F,1,3,0,335535.0,25.71,15.32,Low Income
B0DRX2KYFT,1,3,0,80671.0,25.79,22.93,Low Income
B0DSHR4DZ1,1,3,0,1959438.0,,,Low Income
B0DMDDTCV5,1,3,0,38036.0,27.02,6.27,Very Low Income
B0DNQMR2XT,1,3,23,454578.0,25.59,4.10,Very Low Income
B0DPFFDT4B,1,3,0,2008391.0,70.99,0.00,Lower-Middle Income
B0DP9JVDHY,1,3,0,107817.0,25.78,30.97,Low Income
B0DHZDMNJB,1,3,0,442445.0,27.00,35.93,Low Income
B0DNH9QKQN,1,3,0,729561.0,44.28,74.30,Lower-Middle Income
B0DK8H1HCR,82,3,25,1353466.0,25.79,14.84,Low Income
B0DP2DYFKJ,1,3,0,48976.0,,,Lower-Middle Income
B0DP9H85CS,1,3,0,818251.0,34.57,37.25,Low Income
B0DP4V3LC7,1,3,0,93600.0,133.72,194.66,Lower-Middle Income
B0DRYK6YHG,1,3,0,1399661.0,101.35,0.00,Lower-Middle Income
B0DS2J6RG2,1,3,47,26870.0,26.30,12.94,Low Income
B0DPJPWSQF,154,3,26,107012.0,26.25,27.47,Low Income
B0DPQ7B84Q,1,3,0,571317.0,97.13,108.11,Lower-Middle Income
B0DQ3PMFH4,117,3,0,449304.0,26.25,14.34,Low Income
B0DPM9YLRQ,1,3,0,239145.0,70.46,0.00,Low Income
B0DS9KF52L,1,3,0,75686.0,124.19,76.69,Upper-Middle Income
B0DP7731HL,1,3,0,372780.0,35.09,0.00,Low Income
B0CYP32FYJ,1,3,0,45837.0,60.90,0.00,Lower-Middle Income
B0DP62PT15,1,3,0,148545.0,27.70,25.01,Low Income
B0DSBBDTHF,1,3,0,198093.0,30.58,42.13,Lower-Middle Income
B0DS1XMGB2,1,3,0,77577.0,25.86,0.00,Low Income
B0DRSHKZYZ,1,3,0,298050.0,27.40,16.61,Low Income
B0DPQQ1TTT,1,3,0,642072.0,31.02,27.86,Low Income
B0DSGJ7W33,1,3,0,77188.0,25.23,9.73,Very Low Income
B0DHLN14MS,1,3,0,393904.0,30.23,39.81,Low Income
B0DHLNCDM5,1,3,0,532890.0,30.23,31.74,Low Income
B0DHLMBJG6,1,3,0,619691.0,30.23,31.74,Low Income
B0DS94MQXZ,1,3,0,65661.0,25.33,4.95,Low Income
B0DM6BCPZ5,1,3,0,81378.0,27.38,15.98,Low Income
B0DNHPV99C,1,3,0,50078.0,29.02,27.86,Low Income
B0DKG6WCRX,1,3,0,308228.0,29.18,48.30,Lower-Middle Income
B0DLZP8C7S,1,3,0,29795.0,58.11,64.77,Lower-Middle Income
B0DLFT1SXJ,96,3,26,1116386.0,53.12,54.21,Low Income
B0DNFFMC5S,1,3,0,45847.0,72.75,0.00,Low Income
B0DQNR6RCB,35,3,0,101800.0,28.58,0.00,Very Low Income
B0DSDW769J,1,3,0,70662.0,,,
B0DPHYTVVH,1,3,0,736367.0,25.79,19.18,Very Low Income
B0DS2CB4QF,1,3,0,455401.0,25.39,11.55,Low Income
B0DKH7S34G,1,3,0,86925.0,25.55,0.00,Low Income
B0DRYL5C9D,1,3,0,359017.0,148.82,0.00,Upper-Middle Income
B0DLN18HKZ,95,3,0,193744.0,51.51,0.00,Lower-Middle Income
B0DNFJ792J,1,3,0,16416.0,32.65,31.45,Low Income
B0DM21N5NJ,1,3,31,37599.0,,,Upper-Middle Income
B0DNMRYF7Z,172,3,0,180369.0,69.72,29.74,Low Income
B0DP9MYD6Y,1,3,0,797419.0,25.47,3.66,Very Low Income
B0DNZ2JG43,1,3,0,62942.0,32.59,0.00,Low Income
B0DNZ1WK6K,1,3,0,55051.0,32.59,35.72,Low Income
B0DSF84JVM,1,3,0,1588895.0,,,Low Income
B0DJVZ1SY8,1,3,0,225022.0,54.08,118.87,Upper-Middle Income
B0DPHCYZQD,1,3,0,933.0,28.56,0.00,Low Income
B0DJVBJ83W,1,3,0,6689.0,27.10,26.30,Low Income
B0DP3YC7PN,1,3,23,193861.0,70.95,110.20,Lower-Middle Income
B0DNHLXZ3D,1,3,0,74265.0,26.47,19.99,Low Income
B0DNSDNW4V,1,3,0,158792.0,82.77,0.00,Lower-Middle Income
B0DP4KGVWL,1,3,0,96902.0,25.43,12.96,Low Income
B0DSDSGD61,1,3,0,163738.0,26.02,33.43,Low Income
B0DNFRHZ6B,1,3,0,112453.0,27.10,30.60,Low Income
B0DSDJKS1Y,1,3,0,242803.0,34.39,0.00,Low Income
B0DSDLF9SV,1,3,0,14607.0,34.39,22.99,Low Income
B0DNJQBPPR,1,3,0,133887.0,27.74,33.08,Low Income
B0DRHQSHT1,1,3,0,1385680.0,107.29,58.05,Lower-Middle Income
B0DRD5XMXX,69,3,0,985175.0,59.98,74.16,Lower-Middle Income
B0DNSGY5YG,48,3,0,158792.0,71.79,0.00,Lower-Middle Income
B0DL9G5FFM,1,3,0,2582357.0,51.28,56.53,Low Income
B0DKFRKDCT,1,3,0,102352.0,25.77,28.82,Low Income
B0DLN5RG45,1,3,0,4819910.0,25.35,10.22,Very Low Income
B0DPKFZJXQ,1,3,0,85789.0,36.88,64.93,Lower-Middle Income
B0DRHYT5ST,1,3,0,7117.0,26.14,16.93,Very Low Income
B0DNYRHSDQ,1,3,0,172558.0,27.74,19.20,Very Low Income
B0DPC7XYS9,1,3,0,186600.0,27.22,22.68,Low Income
B0DNJJ8Z2Q,1,3,0,860008.0,50.49,8.25,Low Income
B0DH1M8226,35,3,0,220232.0,71.95,11.80,Lower-Middle Income
B0DRYCYDD5,1,3,0,97074.0,25.19,10.16,Very Low Income
B0DPF12TY5,1,3,0,313277.0,27.56,0.00,Low Income
B0DR8G14N1,1,3,0,545985.0,25.07,9.61,Very Low Income
B0DQVK26FC,1,3,0,1211120.0,,,Lower-Middle Income
B0DQDVHFB4,1,3,0,208912.0,27.62,18.65,Very Low Income
B0DQVFZ4C5,1,3,0,982192.0,,,Lower-Middle Income
B0DP7G3S9R,1,3,0,873509.0,25.19,10.16,Very Low Income
B0DP7C5WZD,1,3,0,740862.0,,,Very Low Income
B0DRTZDG3Q,1,3,24,300192.0,25.62,25.50,Low Income
B0DMSX34QS,61,3,0,41923.0,29.14,14.51,Low Income
B0DPGXSCT7,1,3,0,513155.0,72.48,0.00,Low Income
B0DNNV63BB,1,3,0,203511.0,61.14,61.81,Low Income
B0D8JXVWM1,1,3,0,847515.0,60.78,50.87,Low Income
B0DNZ5R4MR,1,3,0,173988.0,38.36,43.84,Low Income
B0DQD156KC,1,3,0,950420.0,25.03,9.86,Very Low Income
B0DNCQJ8C3,45,3,0,907837.0,,,Very Low Income
B0D9QNSW7N,1,3,0,537339.0,,,Lower-Middle Income
